LPIPS/quasar_orbit_eval,SSIM/quasar_orbit_eval,PSNR/quasar_orbit_eval,epoch,created_at
0.45582830905914307,0.00046024980838410556,0.8690702319145203,0,2026-06-26 19:24:41.690268
