LPIPS/quasar_orbit_eval,SSIM/quasar_orbit_eval,PSNR/quasar_orbit_eval,epoch,created_at
0.6196842789649963,0.08694178611040115,6.34803581237793,0,2026-07-16 21:26:20.123625
