LPIPS/quasar_orbit_eval,SSIM/quasar_orbit_eval,PSNR/quasar_orbit_eval,epoch,created_at
0.5234534740447998,0.05546808987855911,2.981804370880127,0,2026-07-16 21:54:52.350450
