LPIPS/quasar_orbit_eval,SSIM/quasar_orbit_eval,PSNR/quasar_orbit_eval,epoch,created_at
0.5917176604270935,0.06058286130428314,4.394654750823975,0,2026-07-16 21:41:05.193549
