LPIPS/quasar_orbit_eval,SSIM/quasar_orbit_eval,PSNR/quasar_orbit_eval,epoch,created_at
0.5979159474372864,0.06320757418870926,5.113261699676514,0,2026-07-16 23:46:33.711682
