LPIPS/quasar_orbit_eval,SSIM/quasar_orbit_eval,PSNR/quasar_orbit_eval,epoch,created_at
0.585698664188385,0.06235037371516228,7.789089679718018,0,2026-07-16 23:01:07.878191
