LPIPS/quasar_orbit_eval,SSIM/quasar_orbit_eval,PSNR/quasar_orbit_eval,epoch,created_at
0.5965919494628906,0.06344553083181381,5.088099002838135,0,2026-07-16 22:07:25.299580
