LPIPS/quasar_orbit_eval,SSIM/quasar_orbit_eval,PSNR/quasar_orbit_eval,epoch,created_at
0.4927904009819031,0.009381908923387527,1.6960996389389038,0,2026-07-16 21:51:53.468245
